# This file lists special protos that Gazelle knows how to import. This is used to generate
# code for proto and Go resolvers.
#
# Generated by internal/language/proto/gen/update_proto_csv.go
# Do not edit directly.
#
# proto name,proto label,go import path,go proto label
google/protobuf/any.proto,@com_google_protobuf//:any_proto,github.com/golang/protobuf/ptypes/any,@io_bazel_rules_go//proto/wkt:any_go_proto
google/ads/googleads/v0/enums/criterion_category_channel_availability_mode.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/criterion_category_locale_availability_mode.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/criterion_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/custom_placeholder_field.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/customer_match_upload_key_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/data_driven_model_status.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/day_of_week.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/device.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/display_ad_format_setting.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/education_placeholder_field.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/feed_attribute_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/feed_item_status.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/feed_link_status.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/feed_mapping_criterion_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/feed_mapping_status.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/feed_origin.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/feed_status.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/flight_placeholder_field.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/frequency_cap_event_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/frequency_cap_level.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/frequency_cap_time_unit.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/gender_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/geo_target_constant_status.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/geo_targeting_restriction.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/google_ads_field_category.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/google_ads_field_data_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/hotel_date_selection_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/hotel_placeholder_field.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/income_range_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/interaction_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/job_placeholder_field.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/keyword_match_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/keyword_plan_competition_level.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/keyword_plan_forecast_interval.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/keyword_plan_network.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/listing_custom_attribute_index.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/listing_group_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/local_placeholder_field.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/manager_link_status.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/media_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/message_placeholder_field.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/mime_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/minute_of_hour.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/month_of_year.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/page_one_promoted_strategy_goal.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/parental_status_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/placeholder_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/policy_approval_status.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/policy_review_status.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/policy_topic_entry_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/policy_topic_evidence_destination_mismatch_url_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/preferred_content_type.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/price_placeholder_field.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/product_channel.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
google/ads/googleads/v0/enums/product_channel_exclusivity.proto,@go_googleapis//google/ads/googleads/v0/enums:enums_proto,google.golang.org/genproto/googleapis/ads/googleads/v0/enums,@go_googleapis//google/ads/googleads/v0/enums:enums_go_proto
